frame_id,time_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,cx,cy,foot_x,foot_y
9,0.9,17,2,car,0.430869,461.83914,285.92175,507.84396,321.72873,484.84155,303.82526,484.84155,321.72873
9,0.9,18,2,car,0.37979004,493.57516,237.64256,539.7419,290.71783,516.6585,264.1802,516.6585,290.71783
9,0.9,19,2,car,0.52421325,760.46265,225.40268,796.29114,258.6979,778.3769,242.0503,778.3769,258.6979
9,0.9,20,0,person,0.29023072,290.99026,336.06033,310.83615,371.49173,300.9132,353.77603,300.9132,371.49173
9,0.9,21,2,car,0.55141824,437.84177,215.3169,478.226,249.19547,458.03387,232.25618,458.03387,249.19547
9,0.9,23,2,car,0.5387385,784.51764,260.31766,821.3883,295.91348,802.953,278.11557,802.953,295.91348
9,0.9,16,2,car,0.32783797,735.6281,255.76306,773.743,298.9997,754.68555,277.38138,754.68555,298.9997
9,0.9,13,2,car,0.67411214,687.4072,348.0273,772.69434,425.1719,730.0508,386.5996,730.0508,425.1719
9,0.9,29,2,car,0.30596274,382.42526,261.74396,428.2266,298.82056,405.32593,280.28226,405.32593,298.82056
10,1.0,1,2,car,0.7619567,319.52432,606.76874,524.78015,696.59094,422.15222,651.6798,422.15222,696.59094
10,1.0,2,2,car,0.86938745,591.1352,500.77414,746.5546,579.9163,668.8449,540.3452,668.8449,579.9163
10,1.0,3,2,car,0.8579311,274.8378,512.7157,431.43564,580.524,353.13672,546.6199,353.13672,580.524
10,1.0,4,2,car,0.8419931,540.9104,433.07745,679.91547,509.33197,610.41296,471.2047,610.41296,509.33197
10,1.0,6,2,car,0.87113947,57.36969,652.9952,193.36261,720.0,125.36615,686.49756,125.36615,720.0
10,1.0,7,2,car,0.5318873,740.60175,321.14468,788.0357,362.28668,764.3187,341.7157,764.3187,362.28668
10,1.0,8,2,car,0.3459362,808.7566,368.2123,873.8398,417.79486,841.2982,393.0036,841.2982,417.79486
10,1.0,9,2,car,0.566951,797.45154,302.55966,842.9607,346.72653,820.2061,324.6431,820.2061,346.72653
10,1.0,10,2,car,0.56922406,429.47775,319.59552,481.7389,372.30853,455.60834,345.95203,455.60834,372.30853
10,1.0,11,2,car,0.54749835,361.36795,321.85678,413.30264,374.9955,387.3353,348.42615,387.3353,374.9955
10,1.0,12,2,car,0.5665355,396.26694,283.24625,452.04984,335.46335,424.1584,309.3548,424.1584,335.46335
10,1.0,14,2,car,0.38477954,446.39102,250.70775,478.87524,282.298,462.63312,266.50287,462.63312,282.298
10,1.0,17,2,car,0.31859556,462.21246,286.05646,508.6918,322.11578,485.45215,304.08612,485.45215,322.11578
10,1.0,19,2,car,0.41863525,760.1324,224.86508,796.4904,258.5114,778.3114,241.68825,778.3114,258.5114
10,1.0,20,0,person,0.2509634,290.8343,336.30167,310.74637,371.89557,300.79034,354.09863,300.79034,371.89557
10,1.0,21,2,car,0.48096767,436.27655,215.7471,476.69522,249.79424,456.4859,232.77066,456.4859,249.79424
10,1.0,23,2,car,0.4697243,784.16284,259.69534,820.32434,294.5295,802.2436,277.11243,802.2436,294.5295
10,1.0,16,2,car,0.50896204,734.968,254.40788,773.4161,297.60532,754.192,276.0066,754.192,297.60532
10,1.0,13,2,car,0.589595,689.78143,344.7916,774.1993,422.0056,731.99036,383.39862,731.99036,422.0056
10,1.0,29,2,car,0.2678284,382.97842,261.41367,427.9704,297.81155,405.47443,279.6126,405.47443,297.81155
10,1.0,33,0,person,0.39589652,77.41189,407.9919,95.31756,451.597,86.36472,429.79443,86.36472,451.597
11,1.1,1,2,car,0.7441128,320.9165,585.037,562.5844,693.24677,441.75046,639.14185,441.75046,693.24677
11,1.1,2,2,car,0.85547465,604.169,497.85458,754.60284,575.0099,679.3859,536.43225,679.3859,575.0099
11,1.1,3,2,car,0.86693716,288.91354,509.95923,446.55652,578.2059,367.73505,544.0825,367.73505,578.2059
11,1.1,4,2,car,0.857567,552.38837,429.258,690.4705,505.43863,621.42944,467.34833,621.42944,505.43863
11,1.1,6,2,car,0.86691344,69.28709,651.2316,213.37901,720.0,141.33305,685.61584,141.33305,720.0
11,1.1,7,2,car,0.5497381,742.7184,319.2635,787.828,358.49948,765.2732,338.88147,765.2732,358.49948
11,1.1,8,2,car,0.54601216,807.91174,362.49756,874.2329,414.23987,841.0723,388.3687,841.0723,414.23987
11,1.1,9,2,car,0.57170576,796.89996,299.62433,842.3756,343.6437,819.6378,321.63403,819.6378,343.6437
11,1.1,10,2,car,0.5924757,429.45547,319.6011,481.8212,372.34076,455.63834,345.97095,455.63834,372.34076
11,1.1,11,2,car,0.58081084,361.3524,322.0919,413.02814,374.83627,387.19025,348.46408,387.19025,374.83627
11,1.1,12,2,car,0.59614897,396.19745,283.14096,452.09567,335.54666,424.14655,309.3438,424.14655,335.54666
11,1.1,14,2,car,0.39416045,446.27142,251.11311,478.77838,282.49298,462.5249,266.80304,462.5249,282.49298
11,1.1,17,2,car,0.3309326,462.25732,286.1335,509.1283,322.3989,485.6928,304.2662,485.6928,322.3989
11,1.1,19,2,car,0.52969074,759.9232,222.93947,796.72156,257.1909,778.3224,240.06519,778.3224,257.1909
